"Componente","Año","Estado","Municipio","Localidad","Registradas","Apoyadas"
"HIELERA",2015,"SINALOA","CONCORDIA","LA CIENEGUILLA",0,0
"SISTEMA",2015,"SINALOA","CONCORDIA","LA CIENEGUILLA",0,0
"MOTOR",2015,"SINALOA","CONCORDIA","LAS IGUANAS",14,0
"EMBARCACION",2015,"SINALOA","CONCORDIA","LAS IGUANAS",0,0
"HIELERA",2015,"SINALOA","CONCORDIA","LAS IGUANAS",0,0
"SISTEMA",2015,"SINALOA","CONCORDIA","LAS IGUANAS",0,0
"MOTOR",2015,"SINALOA","COSALA","EL RANCHITO",2,0
"EMBARCACION",2015,"SINALOA","COSALA","EL RANCHITO",0,0
"HIELERA",2015,"SINALOA","COSALA","EL RANCHITO",0,0
"SISTEMA",2015,"SINALOA","COSALA","EL RANCHITO",0,0
"MOTOR",2015,"SINALOA","COSALA","MEZCALTITAN",1,1
"EMBARCACION",2015,"SINALOA","COSALA","MEZCALTITAN",0,0
"HIELERA",2015,"SINALOA","COSALA","MEZCALTITAN",0,0
"SISTEMA",2015,"SINALOA","COSALA","MEZCALTITAN",0,0
"MOTOR",2015,"SINALOA","COSALA","POTRERILLO DE LOS TORRES",1,1
"EMBARCACION",2015,"SINALOA","COSALA","POTRERILLO DE LOS TORRES",0,0
"HIELERA",2015,"SINALOA","COSALA","POTRERILLO DE LOS TORRES",0,0
"SISTEMA",2015,"SINALOA","COSALA","POTRERILLO DE LOS TORRES",0,0
"MOTOR",2015,"SINALOA","CULIACAN","COSPITA",15,5
"EMBARCACION",2015,"SINALOA","CULIACAN","COSPITA",5,0
"HIELERA",2015,"SINALOA","CULIACAN","COSPITA",5,0
"SISTEMA",2015,"SINALOA","CULIACAN","COSPITA",15,0
"MOTOR",2015,"SINALOA","CULIACAN","CULIACAN ROSALES",3,0
"EMBARCACION",2015,"SINALOA","CULIACAN","CULIACAN ROSALES",1,0
"HIELERA",2015,"SINALOA","CULIACAN","CULIACAN ROSALES",1,0
"SISTEMA",2015,"SINALOA","CULIACAN","CULIACAN ROSALES",2,0
"MOTOR",2015,"SINALOA","CULIACAN","EJIDO CANAN",0,0
"EMBARCACION",2015,"SINALOA","CULIACAN","EJIDO CANAN",0,0
"HIELERA",2015,"SINALOA","CULIACAN","EJIDO CANAN",0,0
"SISTEMA",2015,"SINALOA","CULIACAN","EJIDO CANAN",1,0
"MOTOR",2015,"SINALOA","CULIACAN","EL CONCHAL",9,1
"EMBARCACION",2015,"SINALOA","CULIACAN","EL CONCHAL",0,0
"HIELERA",2015,"SINALOA","CULIACAN","EL CONCHAL",0,0
"SISTEMA",2015,"SINALOA","CULIACAN","EL CONCHAL",9,0
"MOTOR",2015,"SINALOA","CULIACAN","EL ROBALAR",1,0
"EMBARCACION",2015,"SINALOA","CULIACAN","EL ROBALAR",1,0
"HIELERA",2015,"SINALOA","CULIACAN","EL ROBALAR",1,0
"SISTEMA",2015,"SINALOA","CULIACAN","EL ROBALAR",1,0
"MOTOR",2015,"SINALOA","CULIACAN","JESUS MARIA",9,4
"EMBARCACION",2015,"SINALOA","CULIACAN","JESUS MARIA",0,0
"HIELERA",2015,"SINALOA","CULIACAN","JESUS MARIA",0,0
"SISTEMA",2015,"SINALOA","CULIACAN","JESUS MARIA",1,0
"MOTOR",2015,"SINALOA","CULIACAN","LA REFORMA",2,1
"EMBARCACION",2015,"SINALOA","CULIACAN","LA REFORMA",0,0
"HIELERA",2015,"SINALOA","CULIACAN","LA REFORMA",0,0
"SISTEMA",2015,"SINALOA","CULIACAN","LA REFORMA",2,0
"MOTOR",2015,"SINALOA","CULIACAN","LAS ARENITAS",32,9
"EMBARCACION",2015,"SINALOA","CULIACAN","LAS ARENITAS",1,0
"HIELERA",2015,"SINALOA","CULIACAN","LAS ARENITAS",1,0
"SISTEMA",2015,"SINALOA","CULIACAN","LAS ARENITAS",32,0
"MOTOR",2015,"SINALOA","CULIACAN","LAS ARENITAS",31,5
"EMBARCACION",2015,"SINALOA","CULIACAN","LAS ARENITAS",19,0
"HIELERA",2015,"SINALOA","CULIACAN","LAS ARENITAS",19,0
"SISTEMA",2015,"SINALOA","CULIACAN","LAS ARENITAS",31,0
"MOTOR",2015,"SINALOA","CULIACAN","LOCALIDAD SIN NOMBRE",1,0
"EMBARCACION",2015,"SINALOA","CULIACAN","LOCALIDAD SIN NOMBRE",1,0
"HIELERA",2015,"SINALOA","CULIACAN","LOCALIDAD SIN NOMBRE",1,0
"SISTEMA",2015,"SINALOA","CULIACAN","LOCALIDAD SIN NOMBRE",1,0
"MOTOR",2015,"SINALOA","CULIACAN","LOCALIDAD SIN NOMBRE",1,0
"EMBARCACION",2015,"SINALOA","CULIACAN","LOCALIDAD SIN NOMBRE",1,0
"HIELERA",2015,"SINALOA","CULIACAN","LOCALIDAD SIN NOMBRE",1,0
"SISTEMA",2015,"SINALOA","CULIACAN","LOCALIDAD SIN NOMBRE",1,0
"MOTOR",2015,"SINALOA","CULIACAN","LOCALIDAD SIN NOMBRE",2,0
"EMBARCACION",2015,"SINALOA","CULIACAN","LOCALIDAD SIN NOMBRE",2,0
"HIELERA",2015,"SINALOA","CULIACAN","LOCALIDAD SIN NOMBRE",2,0
"SISTEMA",2015,"SINALOA","CULIACAN","LOCALIDAD SIN NOMBRE",2,0
"MOTOR",2015,"SINALOA","CULIACAN","SOYATITA (CRUZ SEGUNDA)",7,1
"EMBARCACION",2015,"SINALOA","CULIACAN","SOYATITA (CRUZ SEGUNDA)",0,0
"HIELERA",2015,"SINALOA","CULIACAN","SOYATITA (CRUZ SEGUNDA)",0,0
"SISTEMA",2015,"SINALOA","CULIACAN","SOYATITA (CRUZ SEGUNDA)",7,0
"MOTOR",2015,"SINALOA","EL FUERTE","ADOLFO LOPEZ MATEOS (JAHUARA SEGUNDO)",17,5
"EMBARCACION",2015,"SINALOA","EL FUERTE","ADOLFO LOPEZ MATEOS (JAHUARA SEGUNDO)",0,0
"HIELERA",2015,"SINALOA","EL FUERTE","ADOLFO LOPEZ MATEOS (JAHUARA SEGUNDO)",0,0
"SISTEMA",2015,"SINALOA","EL FUERTE","ADOLFO LOPEZ MATEOS (JAHUARA SEGUNDO)",17,0
"MOTOR",2015,"SINALOA","EL FUERTE","AGUA CALIENTITA",8,0
"EMBARCACION",2015,"SINALOA","EL FUERTE","AGUA CALIENTITA",0,0
"HIELERA",2015,"SINALOA","EL FUERTE","AGUA CALIENTITA",0,0
"SISTEMA",2015,"SINALOA","EL FUERTE","AGUA CALIENTITA",0,0
"MOTOR",2015,"SINALOA","EL FUERTE","ARROYO DE LOS ARMENTA",32,8
"EMBARCACION",2015,"SINALOA","EL FUERTE","ARROYO DE LOS ARMENTA",0,0
"HIELERA",2015,"SINALOA","EL FUERTE","ARROYO DE LOS ARMENTA",0,0
"SISTEMA",2015,"SINALOA","EL FUERTE","ARROYO DE LOS ARMENTA",0,0
"MOTOR",2015,"SINALOA","EL FUERTE","BAROTEN",8,4
"EMBARCACION",2015,"SINALOA","EL FUERTE","BAROTEN",0,0
"HIELERA",2015,"SINALOA","EL FUERTE","BAROTEN",0,0
"SISTEMA",2015,"SINALOA","EL FUERTE","BAROTEN",0,0
"MOTOR",2015,"SINALOA","EL FUERTE","CHINOBAMPO",1,0
"EMBARCACION",2015,"SINALOA","EL FUERTE","CHINOBAMPO",0,0
"HIELERA",2015,"SINALOA","EL FUERTE","CHINOBAMPO",0,0
"SISTEMA",2015,"SINALOA","EL FUERTE","CHINOBAMPO",0,0
"MOTOR",2015,"SINALOA","EL FUERTE","DIQUE SIETE",7,0
"EMBARCACION",2015,"SINALOA","EL FUERTE","DIQUE SIETE",0,0
"HIELERA",2015,"SINALOA","EL FUERTE","DIQUE SIETE",0,0
"SISTEMA",2015,"SINALOA","EL FUERTE","DIQUE SIETE",0,0
"MOTOR",2015,"SINALOA","EL FUERTE","EL FUERTE",28,6
"EMBARCACION",2015,"SINALOA","EL FUERTE","EL FUERTE",0,0
"HIELERA",2015,"SINALOA","EL FUERTE","EL FUERTE",0,0
"SISTEMA",2015,"SINALOA","EL FUERTE","EL FUERTE",0,0
"MOTOR",2015,"SINALOA","EL FUERTE","EL MAHONE",6,4
"EMBARCACION",2015,"SINALOA","EL FUERTE","EL MAHONE",0,0
"HIELERA",2015,"SINALOA","EL FUERTE","EL MAHONE",0,0
"SISTEMA",2015,"SINALOA","EL FUERTE","EL MAHONE",0,0
"MOTOR",2015,"SINALOA","EL FUERTE","EL PANTANO",1,0
"EMBARCACION",2015,"SINALOA","EL FUERTE","EL PANTANO",0,0
"HIELERA",2015,"SINALOA","EL FUERTE","EL PANTANO",0,0
"SISTEMA",2015,"SINALOA","EL FUERTE","EL PANTANO",0,0
"MOTOR",2015,"SINALOA","EL FUERTE","EL PASITO",4,0
"EMBARCACION",2015,"SINALOA","EL FUERTE","EL PASITO",0,0
"HIELERA",2015,"SINALOA","EL FUERTE","EL PASITO",0,0
"SISTEMA",2015,"SINALOA","EL FUERTE","EL PASITO",0,0
"MOTOR",2015,"SINALOA","EL FUERTE","EL SABINITO",4,1
"EMBARCACION",2015,"SINALOA","EL FUERTE","EL SABINITO",0,0
"HIELERA",2015,"SINALOA","EL FUERTE","EL SABINITO",0,0
"SISTEMA",2015,"SINALOA","EL FUERTE","EL SABINITO",0,0
"MOTOR",2015,"SINALOA","EL FUERTE","EL VADO",8,1
"EMBARCACION",2015,"SINALOA","EL FUERTE","EL VADO",0,0
"HIELERA",2015,"SINALOA","EL FUERTE","EL VADO",0,0
"SISTEMA",2015,"SINALOA","EL FUERTE","EL VADO",0,0
"MOTOR",2015,"SINALOA","EL FUERTE","LA GALERA",2,1
"EMBARCACION",2015,"SINALOA","EL FUERTE","LA GALERA",0,0
"HIELERA",2015,"SINALOA","EL FUERTE","LA GALERA",0,0
"SISTEMA",2015,"SINALOA","EL FUERTE","LA GALERA",0,0
"MOTOR",2015,"SINALOA","EL FUERTE","LA TUNITA",8,2
"EMBARCACION",2015,"SINALOA","EL FUERTE","LA TUNITA",0,0
"HIELERA",2015,"SINALOA","EL FUERTE","LA TUNITA",0,0
"SISTEMA",2015,"SINALOA","EL FUERTE","LA TUNITA",0,0
"MOTOR",2015,"SINALOA","EL FUERTE","LAS CABANILLAS",4,1
"EMBARCACION",2015,"SINALOA","EL FUERTE","LAS CABANILLAS",0,0
"HIELERA",2015,"SINALOA","EL FUERTE","LAS CABANILLAS",0,0
"SISTEMA",2015,"SINALOA","EL FUERTE","LAS CABANILLAS",3,0
"MOTOR",2015,"SINALOA","EL FUERTE","LAS CABRAS",4,0
"EMBARCACION",2015,"SINALOA","EL FUERTE","LAS CABRAS",0,0
"HIELERA",2015,"SINALOA","EL FUERTE","LAS CABRAS",0,0
"SISTEMA",2015,"SINALOA","EL FUERTE","LAS CABRAS",0,0
"MOTOR",2015,"SINALOA","EL FUERTE","LAS CAÑAS",1,0
"EMBARCACION",2015,"SINALOA","EL FUERTE","LAS CAÑAS",0,0
"HIELERA",2015,"SINALOA","EL FUERTE","LAS CAÑAS",0,0
"SISTEMA",2015,"SINALOA","EL FUERTE","LAS CAÑAS",0,0
"MOTOR",2015,"SINALOA","EL FUERTE","LAZARO CARDENAS",1,0
"EMBARCACION",2015,"SINALOA","EL FUERTE","LAZARO CARDENAS",0,0
"HIELERA",2015,"SINALOA","EL FUERTE","LAZARO CARDENAS",0,0
"SISTEMA",2015,"SINALOA","EL FUERTE","LAZARO CARDENAS",1,0
"MOTOR",2015,"SINALOA","EL FUERTE","LLANO DE LOS LOPEZ",3,0
"EMBARCACION",2015,"SINALOA","EL FUERTE","LLANO DE LOS LOPEZ",0,0
"HIELERA",2015,"SINALOA","EL FUERTE","LLANO DE LOS LOPEZ",0,0
"SISTEMA",2015,"SINALOA","EL FUERTE","LLANO DE LOS LOPEZ",0,0
"MOTOR",2015,"SINALOA","EL FUERTE","LLANO DE LOS SOTO",9,4
"EMBARCACION",2015,"SINALOA","EL FUERTE","LLANO DE LOS SOTO",0,0
"HIELERA",2015,"SINALOA","EL FUERTE","LLANO DE LOS SOTO",0,0
"SISTEMA",2015,"SINALOA","EL FUERTE","LLANO DE LOS SOTO",0,0
"MOTOR",2015,"SINALOA","EL FUERTE","LO DE MAYO (ALAMO CAIDO)",4,1
"EMBARCACION",2015,"SINALOA","EL FUERTE","LO DE MAYO (ALAMO CAIDO)",0,0
"HIELERA",2015,"SINALOA","EL FUERTE","LO DE MAYO (ALAMO CAIDO)",0,0
"SISTEMA",2015,"SINALOA","EL FUERTE","LO DE MAYO (ALAMO CAIDO)",0,0
"MOTOR",2015,"SINALOA","EL FUERTE","LOS AYONES",1,1
"EMBARCACION",2015,"SINALOA","EL FUERTE","LOS AYONES",0,0
"HIELERA",2015,"SINALOA","EL FUERTE","LOS AYONES",0,0
"SISTEMA",2015,"SINALOA","EL FUERTE","LOS AYONES",0,0
"MOTOR",2015,"SINALOA","EL FUERTE","LOS CALLEJONES (LOS LLANETES)",11,3
"EMBARCACION",2015,"SINALOA","EL FUERTE","LOS CALLEJONES (LOS LLANETES)",0,0
"HIELERA",2015,"SINALOA","EL FUERTE","LOS CALLEJONES (LOS LLANETES)",0,0
"SISTEMA",2015,"SINALOA","EL FUERTE","LOS CALLEJONES (LOS LLANETES)",0,0
"MOTOR",2015,"SINALOA","EL FUERTE","LOS TERREROS",2,0
"EMBARCACION",2015,"SINALOA","EL FUERTE","LOS TERREROS",0,0
"HIELERA",2015,"SINALOA","EL FUERTE","LOS TERREROS",0,0
"SISTEMA",2015,"SINALOA","EL FUERTE","LOS TERREROS",0,0
"MOTOR",2015,"SINALOA","EL FUERTE","OCOLOME",3,0
"EMBARCACION",2015,"SINALOA","EL FUERTE","OCOLOME",0,0
"HIELERA",2015,"SINALOA","EL FUERTE","OCOLOME",0,0
"SISTEMA",2015,"SINALOA","EL FUERTE","OCOLOME",0,0
"MOTOR",2015,"SINALOA","EL FUERTE","POTRERO DE LOS SOTO",2,0
"EMBARCACION",2015,"SINALOA","EL FUERTE","POTRERO DE LOS SOTO",0,0
"HIELERA",2015,"SINALOA","EL FUERTE","POTRERO DE LOS SOTO",0,0
"SISTEMA",2015,"SINALOA","EL FUERTE","POTRERO DE LOS SOTO",0,0
"MOTOR",2015,"SINALOA","EL FUERTE","SAN ANTONIO",1,1
"EMBARCACION",2015,"SINALOA","EL FUERTE","SAN ANTONIO",0,0
"HIELERA",2015,"SINALOA","EL FUERTE","SAN ANTONIO",0,0
"SISTEMA",2015,"SINALOA","EL FUERTE","SAN ANTONIO",0,0
"MOTOR",2015,"SINALOA","EL FUERTE","SAN ANTONIO",1,0
"EMBARCACION",2015,"SINALOA","EL FUERTE","SAN ANTONIO",0,0
"HIELERA",2015,"SINALOA","EL FUERTE","SAN ANTONIO",0,0
"SISTEMA",2015,"SINALOA","EL FUERTE","SAN ANTONIO",0,0
"MOTOR",2015,"SINALOA","ELOTA","ABOCHO (ESTACION ABOCHO)",1,1
"EMBARCACION",2015,"SINALOA","ELOTA","ABOCHO (ESTACION ABOCHO)",0,0
"HIELERA",2015,"SINALOA","ELOTA","ABOCHO (ESTACION ABOCHO)",0,0
"SISTEMA",2015,"SINALOA","ELOTA","ABOCHO (ESTACION ABOCHO)",0,0
"MOTOR",2015,"SINALOA","ELOTA","CELESTINO GAZCA VILLASEÑOR",3,1
"EMBARCACION",2015,"SINALOA","ELOTA","CELESTINO GAZCA VILLASEÑOR",1,0
"HIELERA",2015,"SINALOA","ELOTA","CELESTINO GAZCA VILLASEÑOR",1,0
"SISTEMA",2015,"SINALOA","ELOTA","CELESTINO GAZCA VILLASEÑOR",3,0
"MOTOR",2015,"SINALOA","ELOTA","EL APOMO",1,1
"EMBARCACION",2015,"SINALOA","ELOTA","EL APOMO",0,0
"HIELERA",2015,"SINALOA","ELOTA","EL APOMO",0,0
"SISTEMA",2015,"SINALOA","ELOTA","EL APOMO",0,0
"MOTOR",2015,"SINALOA","ELOTA","EL SOLITO",1,1
"EMBARCACION",2015,"SINALOA","ELOTA","EL SOLITO",0,0
"HIELERA",2015,"SINALOA","ELOTA","EL SOLITO",0,0
"SISTEMA",2015,"SINALOA","ELOTA","EL SOLITO",0,0
"MOTOR",2015,"SINALOA","ELOTA","LA CRUZ",7,3
"EMBARCACION",2015,"SINALOA","ELOTA","LA CRUZ",0,0
"HIELERA",2015,"SINALOA","ELOTA","LA CRUZ",0,0
"SISTEMA",2015,"SINALOA","ELOTA","LA CRUZ",7,0
"MOTOR",2015,"SINALOA","ELOTA","NUEVO SALTO GRANDE",2,1
"EMBARCACION",2015,"SINALOA","ELOTA","NUEVO SALTO GRANDE",0,0
"HIELERA",2015,"SINALOA","ELOTA","NUEVO SALTO GRANDE",0,0
"SISTEMA",2015,"SINALOA","ELOTA","NUEVO SALTO GRANDE",0,0
"MOTOR",2015,"SINALOA","ESCUINAPA","ESCUINAPA DE HIDALGO",34,10
"EMBARCACION",2015,"SINALOA","ESCUINAPA","ESCUINAPA DE HIDALGO",3,0
"HIELERA",2015,"SINALOA","ESCUINAPA","ESCUINAPA DE HIDALGO",1,0
"SISTEMA",2015,"SINALOA","ESCUINAPA","ESCUINAPA DE HIDALGO",29,0
"MOTOR",2015,"SINALOA","ESCUINAPA","LA CONCHA (LA CONCEPCION)",1,1
"EMBARCACION",2015,"SINALOA","ESCUINAPA","LA CONCHA (LA CONCEPCION)",0,0
"HIELERA",2015,"SINALOA","ESCUINAPA","LA CONCHA (LA CONCEPCION)",0,0
"SISTEMA",2015,"SINALOA","ESCUINAPA","LA CONCHA (LA CONCEPCION)",1,0
"MOTOR",2015,"SINALOA","ESCUINAPA","PALMITO DEL VERDE",2,0
"EMBARCACION",2015,"SINALOA","ESCUINAPA","PALMITO DEL VERDE",0,0
"HIELERA",2015,"SINALOA","ESCUINAPA","PALMITO DEL VERDE",0,0
"SISTEMA",2015,"SINALOA","ESCUINAPA","PALMITO DEL VERDE",2,0
"MOTOR",2015,"SINALOA","ESCUINAPA","SAN MIGUEL DE LA ATARJEA",1,0
"EMBARCACION",2015,"SINALOA","ESCUINAPA","SAN MIGUEL DE LA ATARJEA",0,0
"HIELERA",2015,"SINALOA","ESCUINAPA","SAN MIGUEL DE LA ATARJEA",0,0
"SISTEMA",2015,"SINALOA","ESCUINAPA","SAN MIGUEL DE LA ATARJEA",0,0
"MOTOR",2015,"SINALOA","ESCUINAPA","TEACAPAN",16,2
"EMBARCACION",2015,"SINALOA","ESCUINAPA","TEACAPAN",0,0
"HIELERA",2015,"SINALOA","ESCUINAPA","TEACAPAN",0,0
"SISTEMA",2015,"SINALOA","ESCUINAPA","TEACAPAN",16,0
"MOTOR",2015,"SINALOA","ESCUINAPA","TECUALILLA",1,0
"EMBARCACION",2015,"SINALOA","ESCUINAPA","TECUALILLA",0,0
"HIELERA",2015,"SINALOA","ESCUINAPA","TECUALILLA",0,0
"SISTEMA",2015,"SINALOA","ESCUINAPA","TECUALILLA",0,0
"MOTOR",2015,"SINALOA","GUASAVE","ADOLFO RUIZ CORTINES",1,0
"EMBARCACION",2015,"SINALOA","GUASAVE","ADOLFO RUIZ CORTINES",0,0
"HIELERA",2015,"SINALOA","GUASAVE","ADOLFO RUIZ CORTINES",0,0
"SISTEMA",2015,"SINALOA","GUASAVE","ADOLFO RUIZ CORTINES",1,0
"MOTOR",2015,"SINALOA","GUASAVE","ALAMITO CAIMANERO",9,1
"EMBARCACION",2015,"SINALOA","GUASAVE","ALAMITO CAIMANERO",8,0
"HIELERA",2015,"SINALOA","GUASAVE","ALAMITO CAIMANERO",0,0
"SISTEMA",2015,"SINALOA","GUASAVE","ALAMITO CAIMANERO",9,0
"MOTOR",2015,"SINALOA","GUASAVE","BOCA DEL RIO",33,6
"EMBARCACION",2015,"SINALOA","GUASAVE","BOCA DEL RIO",14,0
"HIELERA",2015,"SINALOA","GUASAVE","BOCA DEL RIO",0,0
"SISTEMA",2015,"SINALOA","GUASAVE","BOCA DEL RIO",33,0
"MOTOR",2015,"SINALOA","GUASAVE","BUEN RETIRO (EL RETIRO)",1,0
"EMBARCACION",2015,"SINALOA","GUASAVE","BUEN RETIRO (EL RETIRO)",0,0
"HIELERA",2015,"SINALOA","GUASAVE","BUEN RETIRO (EL RETIRO)",0,0
"SISTEMA",2015,"SINALOA","GUASAVE","BUEN RETIRO (EL RETIRO)",1,0
"MOTOR",2015,"SINALOA","GUASAVE","CAIMANERO",1,0
"EMBARCACION",2015,"SINALOA","GUASAVE","CAIMANERO",0,0
"HIELERA",2015,"SINALOA","GUASAVE","CAIMANERO",0,0
"SISTEMA",2015,"SINALOA","GUASAVE","CAIMANERO",1,0
"MOTOR",2015,"SINALOA","GUASAVE","CAMPO BERRELLEZA",1,0
"EMBARCACION",2015,"SINALOA","GUASAVE","CAMPO BERRELLEZA",0,0
"HIELERA",2015,"SINALOA","GUASAVE","CAMPO BERRELLEZA",0,0
"SISTEMA",2015,"SINALOA","GUASAVE","CAMPO BERRELLEZA",1,0
"MOTOR",2015,"SINALOA","GUASAVE","CAMPO PESQUERO 22-15",6,2
"EMBARCACION",2015,"SINALOA","GUASAVE","CAMPO PESQUERO 22-15",0,0
"HIELERA",2015,"SINALOA","GUASAVE","CAMPO PESQUERO 22-15",0,0
"SISTEMA",2015,"SINALOA","GUASAVE","CAMPO PESQUERO 22-15",6,0
"MOTOR",2015,"SINALOA","GUASAVE","CARRICITOS",3,0
"EMBARCACION",2015,"SINALOA","GUASAVE","CARRICITOS",1,0
"HIELERA",2015,"SINALOA","GUASAVE","CARRICITOS",0,0
"SISTEMA",2015,"SINALOA","GUASAVE","CARRICITOS",3,0
"MOTOR",2015,"SINALOA","GUASAVE","CASA BLANCA",1,0
"EMBARCACION",2015,"SINALOA","GUASAVE","CASA BLANCA",1,0
"HIELERA",2015,"SINALOA","GUASAVE","CASA BLANCA",0,0
"SISTEMA",2015,"SINALOA","GUASAVE","CASA BLANCA",1,0
"MOTOR",2015,"SINALOA","GUASAVE","CUBIRI (CUBIRI DEL AMOLE)",3,0
"EMBARCACION",2015,"SINALOA","GUASAVE","CUBIRI (CUBIRI DEL AMOLE)",1,0
"HIELERA",2015,"SINALOA","GUASAVE","CUBIRI (CUBIRI DEL AMOLE)",0,0
"SISTEMA",2015,"SINALOA","GUASAVE","CUBIRI (CUBIRI DEL AMOLE)",3,0
"MOTOR",2015,"SINALOA","GUASAVE","EL ALTO",1,0
"EMBARCACION",2015,"SINALOA","GUASAVE","EL ALTO",0,0
"HIELERA",2015,"SINALOA","GUASAVE","EL ALTO",0,0
"SISTEMA",2015,"SINALOA","GUASAVE","EL ALTO",1,0
"MOTOR",2015,"SINALOA","GUASAVE","EL BAJIO",1,1
"EMBARCACION",2015,"SINALOA","GUASAVE","EL BAJIO",0,0
"HIELERA",2015,"SINALOA","GUASAVE","EL BAJIO",0,0
"SISTEMA",2015,"SINALOA","GUASAVE","EL BAJIO",1,0
"MOTOR",2015,"SINALOA","GUASAVE","EL CARACOL",34,7
"EMBARCACION",2015,"SINALOA","GUASAVE","EL CARACOL",34,0
"HIELERA",2015,"SINALOA","GUASAVE","EL CARACOL",0,0
"SISTEMA",2015,"SINALOA","GUASAVE","EL CARACOL",34,0
"MOTOR",2015,"SINALOA","GUASAVE","EL CERRO CABEZON",77,18
"EMBARCACION",2015,"SINALOA","GUASAVE","EL CERRO CABEZON",29,0
"HIELERA",2015,"SINALOA","GUASAVE","EL CERRO CABEZON",11,0
"SISTEMA",2015,"SINALOA","GUASAVE","EL CERRO CABEZON",77,0
"MOTOR",2015,"SINALOA","GUASAVE","EL COLORADITO",8,4
"EMBARCACION",2015,"SINALOA","GUASAVE","EL COLORADITO",6,0
"HIELERA",2015,"SINALOA","GUASAVE","EL COLORADITO",0,0
"SISTEMA",2015,"SINALOA","GUASAVE","EL COLORADITO",8,0
"MOTOR",2015,"SINALOA","GUASAVE","EL CRUCERO",1,0
"EMBARCACION",2015,"SINALOA","GUASAVE","EL CRUCERO",0,0
"HIELERA",2015,"SINALOA","GUASAVE","EL CRUCERO",0,0
"SISTEMA",2015,"SINALOA","GUASAVE","EL CRUCERO",0,0
"MOTOR",2015,"SINALOA","GUASAVE","EL HUITUSSI",81,16
"EMBARCACION",2015,"SINALOA","GUASAVE","EL HUITUSSI",6,0
"HIELERA",2015,"SINALOA","GUASAVE","EL HUITUSSI",5,0
"SISTEMA",2015,"SINALOA","GUASAVE","EL HUITUSSI",81,0
"MOTOR",2015,"SINALOA","GUASAVE","EL PAPACHAL",3,2
"EMBARCACION",2015,"SINALOA","GUASAVE","EL PAPACHAL",2,0
"HIELERA",2015,"SINALOA","GUASAVE","EL PAPACHAL",0,0
"SISTEMA",2015,"SINALOA","GUASAVE","EL PAPACHAL",3,0
"MOTOR",2015,"SINALOA","GUASAVE","EL PLATANITO",4,0
"EMBARCACION",2015,"SINALOA","GUASAVE","EL PLATANITO",0,0
"HIELERA",2015,"SINALOA","GUASAVE","EL PLATANITO",0,0
"SISTEMA",2015,"SINALOA","GUASAVE","EL PLATANITO",4,0
"MOTOR",2015,"SINALOA","GUASAVE","EL SACRIFICIO",2,1
"EMBARCACION",2015,"SINALOA","GUASAVE","EL SACRIFICIO",0,0
"HIELERA",2015,"SINALOA","GUASAVE","EL SACRIFICIO",0,0
"SISTEMA",2015,"SINALOA","GUASAVE","EL SACRIFICIO",0,0
"MOTOR",2015,"SINALOA","GUASAVE","EL TORTUGO",15,4
"EMBARCACION",2015,"SINALOA","GUASAVE","EL TORTUGO",0,0
"HIELERA",2015,"SINALOA","GUASAVE","EL TORTUGO",0,0
"SISTEMA",2015,"SINALOA","GUASAVE","EL TORTUGO",4,0
"MOTOR",2015,"SINALOA","GUASAVE","GUASAVE",6,2
"EMBARCACION",2015,"SINALOA","GUASAVE","GUASAVE",2,0
"HIELERA",2015,"SINALOA","GUASAVE","GUASAVE",0,0
"SISTEMA",2015,"SINALOA","GUASAVE","GUASAVE",5,0
"MOTOR",2015,"SINALOA","GUASAVE","JUAN JOSE RIOS",3,1
"EMBARCACION",2015,"SINALOA","GUASAVE","JUAN JOSE RIOS",2,0
"HIELERA",2015,"SINALOA","GUASAVE","JUAN JOSE RIOS",0,0
"SISTEMA",2015,"SINALOA","GUASAVE","JUAN JOSE RIOS",3,0
"MOTOR",2015,"SINALOA","GUASAVE","LA BRECHA",7,1
"EMBARCACION",2015,"SINALOA","GUASAVE","LA BRECHA",5,0
"HIELERA",2015,"SINALOA","GUASAVE","LA BRECHA",0,0
"SISTEMA",2015,"SINALOA","GUASAVE","LA BRECHA",7,0
"MOTOR",2015,"SINALOA","GUASAVE","LA NORIA",1,0
"EMBARCACION",2015,"SINALOA","GUASAVE","LA NORIA",0,0
"HIELERA",2015,"SINALOA","GUASAVE","LA NORIA",0,0
"SISTEMA",2015,"SINALOA","GUASAVE","LA NORIA",1,0
"MOTOR",2015,"SINALOA","GUASAVE","LAS BRISAS (EMILIANO ZAPATA)",1,0
"EMBARCACION",2015,"SINALOA","GUASAVE","LAS BRISAS (EMILIANO ZAPATA)",0,0
"HIELERA",2015,"SINALOA","GUASAVE","LAS BRISAS (EMILIANO ZAPATA)",0,0
"SISTEMA",2015,"SINALOA","GUASAVE","LAS BRISAS (EMILIANO ZAPATA)",1,0
"MOTOR",2015,"SINALOA","GUASAVE","LAS CAÑADAS NUMERO UNO",1,0
"EMBARCACION",2015,"SINALOA","GUASAVE","LAS CAÑADAS NUMERO UNO",0,0
"HIELERA",2015,"SINALOA","GUASAVE","LAS CAÑADAS NUMERO UNO",0,0
"SISTEMA",2015,"SINALOA","GUASAVE","LAS CAÑADAS NUMERO UNO",1,0
"MOTOR",2015,"SINALOA","GUASAVE","LAS HIGUERAS (LAS FLORES)",2,0
