"tipo","ano","estado","municipio","localidad","solicitudes_atendidas","solicitudes_recibidas"
"GASOLINA",2015,"GUERRERO","ACAPULCO DE JUAREZ","10 DE ABRIL",1,1
"GASOLINA",2015,"GUERRERO","ACAPULCO DE JUAREZ","ACAPULCO DE JUAREZ",3,4
"GASOLINA",2015,"GUERRERO","ACAPULCO DE JUAREZ","BARRA VIEJA",1,1
"GASOLINA",2015,"GUERRERO","ACAPULCO DE JUAREZ","EL ARENAL",3,3
"GASOLINA",2015,"GUERRERO","ACAPULCO DE JUAREZ","LA ESTACION",0,1
"GASOLINA",2015,"GUERRERO","ACAPULCO DE JUAREZ","SAN ANDRES PLAYA ENCANTADA (EL PODRIDO)",1,1
"GASOLINA",2015,"GUERRERO","ACAPULCO DE JUAREZ","SAN PEDRO LAS PLAYAS",7,7
"GASOLINA",2015,"GUERRERO","ACAPULCO DE JUAREZ","TRES PALOS",1,1
"GASOLINA",2015,"GUERRERO","COAHUAYUTLA DE JOSE MARIA IZAZAGA","LA CORBA",0,1
"GASOLINA",2015,"GUERRERO","COAHUAYUTLA DE JOSE MARIA IZAZAGA","MATAMOROS",0,1
"GASOLINA",2015,"GUERRERO","FLORENCIO VILLARREAL","BOCA DEL RIO",1,1
"GASOLINA",2015,"GUERRERO","JOSE AZUETA","ZIHUATANEJO",0,1
"GASOLINA",2015,"GUERRERO","MARQUELIA","LA BARRA DE TECOANAPA (BARRA DE TECOANAPA)",2,2
"GASOLINA",2015,"HIDALGO","ALFAJAYUCAN","ZOZEA",1,1
"GASOLINA",2015,"HIDALGO","TASQUILLO","EL EPAZOTE",1,1
"GASOLINA",2015,"HIDALGO","TASQUILLO","LA FLORIDA",1,1
"GASOLINA",2015,"HIDALGO","TASQUILLO","NOXTHEY",1,1
"GASOLINA",2015,"HIDALGO","TECOZAUTLA","EL PASO",1,1
"GASOLINA",2015,"HIDALGO","TECOZAUTLA","EL RIITO",1,1
"GASOLINA",2015,"HIDALGO","ZIMAPAN","EL SAUCILLO",1,1
"GASOLINA",2015,"HIDALGO","ZIMAPAN","YETHAY",1,1
"GASOLINA",2015,"JALISCO","AMATITAN","AMATITAN",1,1
"GASOLINA",2015,"JALISCO","CABO CORRIENTES","CHIMO",1,1
"GASOLINA",2015,"JALISCO","CABO CORRIENTES","LOS CORRALES",1,1
"GASOLINA",2015,"JALISCO","CABO CORRIENTES","PIZOTA",1,1
"GASOLINA",2015,"JALISCO","CABO CORRIENTES","TEHUAMIXTLE (TEHUALMIXTLE)",1,1
"GASOLINA",2015,"JALISCO","CABO CORRIENTES","YELAPA",2,2
"GASOLINA",2015,"JALISCO","CHAPALA","CHAPALA",3,3
"GASOLINA",2015,"JALISCO","CIHUATLAN","BARRA DE NAVIDAD",3,3
"GASOLINA",2015,"JALISCO","CIHUATLAN","EL AGUACATE",1,1
"GASOLINA",2015,"JALISCO","CIHUATLAN","SAN PATRICIO (MELAQUE)",3,3
"GASOLINA",2015,"JALISCO","JAMAY","JAMAY",8,8
"GASOLINA",2015,"JALISCO","JAMAY","LA MALTARAÑA (LA PALMITA)",1,1
"GASOLINA",2015,"JALISCO","JILOTLAN DE LOS DOLORES","LA PRESA",1,1
"GASOLINA",2015,"JALISCO","LA HUERTA","ARROYO SECO",1,1
"GASOLINA",2015,"JALISCO","LA HUERTA","EJIDO LA FORTUNA",1,1
"GASOLINA",2015,"JALISCO","LA HUERTA","EMILIANO ZAPATA",2,2
"GASOLINA",2015,"JALISCO","LA HUERTA","LA HUERTA",1,1
"GASOLINA",2015,"JALISCO","LA HUERTA","LA MANZANILLA",1,1
"GASOLINA",2015,"JALISCO","LA HUERTA","PERULA",2,2
"GASOLINA",2015,"JALISCO","LA HUERTA","SAN MATEO",3,3
"GASOLINA",2015,"JALISCO","OCOTLAN","EL FUERTE",1,1
"GASOLINA",2015,"JALISCO","OCOTLAN","OCOTLAN",7,7
"GASOLINA",2015,"JALISCO","PONCITLAN","AGUA CALIENTE",1,1
"GASOLINA",2015,"JALISCO","PONCITLAN","CHALPICOTE",1,1
"GASOLINA",2015,"JALISCO","PONCITLAN","CUESTA DE MEZCALA",1,1
"GASOLINA",2015,"JALISCO","PONCITLAN","MEZCALA",2,2
"GASOLINA",2015,"JALISCO","PONCITLAN","PONCITLAN",1,1
"GASOLINA",2015,"JALISCO","PONCITLAN","SAN JUAN TECOMATLAN",1,1
"GASOLINA",2015,"JALISCO","PONCITLAN","SAN PEDRO ITZICAN",3,3
"GASOLINA",2015,"JALISCO","PUERTO VALLARTA","BOCA DE LOS TOMATES",1,1
"GASOLINA",2015,"JALISCO","PUERTO VALLARTA","BOCA DE TOMATLAN",1,1
"GASOLINA",2015,"JALISCO","PUERTO VALLARTA","PUERTO VALLARTA",4,4
"GASOLINA",2015,"JALISCO","SANTA MARIA DEL ORO","LA MESA DE SAN JUAN",1,1
"GASOLINA",2015,"JALISCO","TEUCHITLAN","LA ESTANZUELA",1,1
"GASOLINA",2015,"JALISCO","TEUCHITLAN","TEUCHITLAN",1,1
"GASOLINA",2015,"JALISCO","TIZAPAN EL ALTO","MISMALOYA",4,4
"GASOLINA",2015,"JALISCO","TIZAPAN EL ALTO","TIZAPAN EL ALTO",1,1
"GASOLINA",2015,"JALISCO","TOMATLAN","JOSE MARIA MORELOS (AGUA PALOMA)",1,1
"GASOLINA",2015,"JALISCO","TOMATLAN","TOMATLAN",1,1
"GASOLINA",2015,"JALISCO","TUXCUECA","EL TEPEGÜAJE",1,1
"GASOLINA",2015,"JALISCO","TUXCUECA","PURAGUA DE RAMON CORONA",1,1
"GASOLINA",2015,"JALISCO","UNION DE TULA","UNION DE TULA",1,1
"GASOLINA",2015,"JALISCO","VALLE DE GUADALUPE","SALTO DE AGUA (SALTO DE LOS IBARRA)",1,1
"GASOLINA",2015,"MICHOACAN","ALVARO OBREGON","LA MINA",1,1
"GASOLINA",2015,"MICHOACAN","AQUILA","AQUILA",1,1
"GASOLINA",2015,"MICHOACAN","AQUILA","HUAHUA",1,1
"GASOLINA",2015,"MICHOACAN","AQUILA","MARUATA VIEJO",2,2
"GASOLINA",2015,"MICHOACAN","AQUILA","PICHILINGUILLO",1,1
"GASOLINA",2015,"MICHOACAN","AQUILA","ZAPOTE DE TIZUPAN",1,1
"GASOLINA",2015,"MICHOACAN","ARTEAGA","EL PLATANITO",0,1
"GASOLINA",2015,"MICHOACAN","ARTEAGA","PINZANDARAN",1,2
"GASOLINA",2015,"MICHOACAN","BRISEÑAS","IBARRA",1,1
"GASOLINA",2015,"MICHOACAN","BRISEÑAS","PASO DE HIDALGO (PASO DE ALAMOS)",1,1
"GASOLINA",2015,"MICHOACAN","CHURUMUCO","CHURUMUCO DE MORELOS",2,2
"GASOLINA",2015,"MICHOACAN","CHURUMUCO","SAN MARTIN DE LA LUZ",1,1
"GASOLINA",2015,"MICHOACAN","COAHUAYANA","BOCA DE APIZA",8,8
"GASOLINA",2015,"MICHOACAN","COAHUAYANA","SAN TELMO",1,1
"GASOLINA",2015,"MICHOACAN","COJUMATLAN DE REGULES","COJUMATLAN DE REGULES",1,1
"GASOLINA",2015,"MICHOACAN","COJUMATLAN DE REGULES","LA PUNTITA",1,1
"GASOLINA",2015,"MICHOACAN","COJUMATLAN DE REGULES","PALO ALTO",1,1
"GASOLINA",2015,"MICHOACAN","COJUMATLAN DE REGULES","PETATAN (ISLA DE PETATAN)",2,2
"GASOLINA",2015,"MICHOACAN","COJUMATLAN DE REGULES","PUERTO DE LEON",1,1
"GASOLINA",2015,"MICHOACAN","COJUMATLAN DE REGULES","RINCON DE MARIA",1,1
"GASOLINA",2015,"MICHOACAN","CUITZEO","MARIANO ESCOBEDO (SAN LORENZO)",0,2
"GASOLINA",2015,"MICHOACAN","LA HUACANA","BELLAS FUENTES (NUEVO CENTRO)",1,2
"GASOLINA",2015,"MICHOACAN","LA HUACANA","CERRITO COLORADO",1,1
"GASOLINA",2015,"MICHOACAN","LA HUACANA","HACIENDA VIEJA",1,1
"GASOLINA",2015,"MICHOACAN","LA HUACANA","POTRERILLOS DE RENTERIA (CUPUANCILLO)",1,1
"GASOLINA",2015,"MICHOACAN","LAZARO CARDENAS","CHUCUTITAN",1,1
"GASOLINA",2015,"MICHOACAN","LAZARO CARDENAS","CIUDAD LAZARO CARDENAS",4,5
"GASOLINA",2015,"MICHOACAN","LAZARO CARDENAS","LLANITOS DEL BEJUCO (EL BEJUCO)",1,1
"GASOLINA",2015,"MICHOACAN","LAZARO CARDENAS","PLAYA AZUL",1,1
"GASOLINA",2015,"MICHOACAN","MUGICA","GAMBARA",1,1
"GASOLINA",2015,"MICHOACAN","PURUANDIRO","VILLACHUATO",1,1
"GASOLINA",2015,"MICHOACAN","VENUSTIANO CARRANZA","LA PALMA (LA PALMA DE JESUS)",3,3
"GASOLINA",2015,"MICHOACAN","VENUSTIANO CARRANZA","VENUSTIANO CARRANZA",1,1
"GASOLINA",2015,"NAYARIT","BAHIA DE BANDERAS","BUCERIAS",5,5
"GASOLINA",2015,"NAYARIT","BAHIA DE BANDERAS","CASA BLANCA",1,1
"GASOLINA",2015,"NAYARIT","BAHIA DE BANDERAS","CRUZ DE HUANACAXTLE",8,8
"GASOLINA",2015,"NAYARIT","COMPOSTELA","CHACALA",4,4
"GASOLINA",2015,"NAYARIT","COMPOSTELA","COMPOSTELA",1,1
"GASOLINA",2015,"NAYARIT","COMPOSTELA","LA PEÑITA DE JALTEMBA",6,6
"GASOLINA",2015,"NAYARIT","COMPOSTELA","LOS AYALA",1,1
"GASOLINA",2015,"NAYARIT","COMPOSTELA","RINCON DE GUAYABITOS",2,2
"GASOLINA",2015,"NAYARIT","ROSAMORADA","FRANCISCO VILLA (EL RETIRO)",1,1
"GASOLINA",2015,"NAYARIT","ROSAMORADA","LLANO DEL TIGRE",1,1
"GASOLINA",2015,"NAYARIT","ROSAMORADA","PERICOS",1,1
"GASOLINA",2015,"NAYARIT","ROSAMORADA","PESCADERO",1,1
"GASOLINA",2015,"NAYARIT","ROSAMORADA","PIMIENTILLO",2,2
"GASOLINA",2015,"NAYARIT","ROSAMORADA","SAN MIGUEL",1,1
"GASOLINA",2015,"NAYARIT","ROSAMORADA","SAN MIGUELITO",1,1
"GASOLINA",2015,"NAYARIT","SAN BLAS","BOCA DEL ASADERO",6,6
"GASOLINA",2015,"NAYARIT","SAN BLAS","LAURELES Y GONGORA (EL LIMON)",3,3
"GASOLINA",2015,"NAYARIT","SAN BLAS","SAN BLAS",19,19
"GASOLINA",2015,"NAYARIT","SANTIAGO IXCUINTLA","BOCA DE CAMICHIN",2,2
"GASOLINA",2015,"NAYARIT","SANTIAGO IXCUINTLA","MEXCALTITAN DE URIBE (ISLA DE MEXCALTITAN)",2,2
"GASOLINA",2015,"NAYARIT","SANTIAGO IXCUINTLA","PALMAR DE CUAUTLA (CUAUTLA)",2,2
"GASOLINA",2015,"NAYARIT","SANTIAGO IXCUINTLA","PUERTA DE PALAPARES",2,2
"GASOLINA",2015,"NAYARIT","TECUALA","ANTONIO R. LAURELES",1,1
"GASOLINA",2015,"NAYARIT","TECUALA","COMUNIDAD INDIGENA PUENTE EL COACOYUL (EL SUSPIRO)",4,4
"GASOLINA",2015,"NAYARIT","TECUALA","LOS MORILLOS",1,1
"GASOLINA",2015,"NAYARIT","TECUALA","NOVILLERO",2,2
"GASOLINA",2015,"NAYARIT","TECUALA","PLAYA NOVILLERO",1,1
"GASOLINA",2015,"NAYARIT","TECUALA","POZO DE HIGUERAS II",3,3
"GASOLINA",2015,"NAYARIT","TECUALA","SAN CAYETANO",1,1
"GASOLINA",2015,"NAYARIT","TECUALA","TECUALA",3,3
"GASOLINA",2015,"NAYARIT","TUXPAN","UNION DE CORRIENTES",1,1
"GASOLINA",2015,"OAXACA","JUCHITAN DE ZARAGOZA","ALVARO OBREGON",1,1
"GASOLINA",2015,"OAXACA","JUCHITAN DE ZARAGOZA","PLAYA SAN VICENTE",1,1
"GASOLINA",2015,"OAXACA","JUCHITAN DE ZARAGOZA","SANTA MARIA DEL MAR",1,1
"GASOLINA",2015,"OAXACA","SALINA CRUZ","SALINA CRUZ",7,7
"GASOLINA",2015,"OAXACA","SALINA CRUZ","SALINAS DEL MARQUES",3,3
"GASOLINA",2015,"OAXACA","SAN DIONISIO DEL MAR","HUAMUCHIL",1,1
"GASOLINA",2015,"OAXACA","SAN DIONISIO DEL MAR","SAN DIONISIO DEL MAR",3,3
"GASOLINA",2015,"OAXACA","SAN FRANCISCO DEL MAR","SAN FRANCISCO DEL MAR",1,1
"GASOLINA",2015,"OAXACA","SAN MATEO DEL MAR","SAN MATEO DEL MAR",1,1
"GASOLINA",2015,"OAXACA","SAN PEDRO HUAMELULA","EL COYUL",1,1
"GASOLINA",2015,"OAXACA","SAN PEDRO MIXTEPEC -DTO. 22 -","PUERTO ESCONDIDO",5,7
"GASOLINA",2015,"OAXACA","SAN PEDRO MIXTEPEC -DTO. 22 -","SAN PEDRO MIXTEPEC -DISTR. 22-",1,1
"GASOLINA",2015,"OAXACA","SAN PEDRO POCHUTLA","PUERTO ANGEL",6,9
"GASOLINA",2015,"OAXACA","SANTA MARIA COLOTEPEC","SANTA MARIA COLOTEPEC",4,4
"GASOLINA",2015,"OAXACA","SANTA MARIA HUATULCO","BAHIA DE SANTA CRUZ (SANTA CRUZ)",0,1
"GASOLINA",2015,"OAXACA","SANTA MARIA TONAMECA","MAZUNTE",0,1
"GASOLINA",2015,"OAXACA","SANTIAGO PINOTEPA NACIONAL","CORRALERO",2,4
"GASOLINA",2015,"OAXACA","SANTIAGO PINOTEPA NACIONAL","SANTIAGO PINOTEPA NACIONAL",1,1
"GASOLINA",2015,"OAXACA","SANTO DOMINGO TEHUANTEPEC","SANTA GERTRUDIS MIRAMAR (EL CARRIZAL)",1,1
"GASOLINA",2015,"OAXACA","SANTO DOMINGO TEHUANTEPEC","SANTO DOMINGO TEHUANTEPEC",1,1
"GASOLINA",2015,"OAXACA","VILLA DE TUTUTEPEC DE MELCHOR OCAMPO","EL ZAPOTALITO",1,1
"GASOLINA",2015,"OAXACA","VILLA DE TUTUTEPEC DE MELCHOR OCAMPO","SAN JOSE MANIALTEPEC",1,1
"GASOLINA",2015,"QUERETARO","CADEREYTA DE MONTES","BELLAVISTA DEL RIO",0,1
"GASOLINA",2015,"QUERETARO","CADEREYTA DE MONTES","TZIBANTZA",1,1
"GASOLINA",2015,"QUERETARO","CADEREYTA DE MONTES","TZIQUIA",1,1
"GASOLINA",2015,"QUERETARO","CADEREYTA DE MONTES","XIDHI",1,1
"GASOLINA",2015,"QUERETARO","CADEREYTA DE MONTES","XODHE",1,1
"GASOLINA",2015,"QUERETARO","SAN JUAN DEL RIO","LA ESTANCIA",1,1
"GASOLINA",2015,"QUINTANA ROO","LAZARO CARDENAS","CHIQUILA",2,3
"GASOLINA",2015,"QUINTANA ROO","LAZARO CARDENAS","HOLBOX",0,2
"GASOLINA",2015,"SINALOA","AHOME","AHOME",1,1
"GASOLINA",2015,"SINALOA","AHOME","BACHOCO NUMERO 2 (MACOCHIN)",1,1
"GASOLINA",2015,"SINALOA","AHOME","BACOREHUIS",5,5
"GASOLINA",2015,"SINALOA","AHOME","EL AGUAJITO",20,20
"GASOLINA",2015,"SINALOA","AHOME","EL ALHUATE",2,2
"GASOLINA",2015,"SINALOA","AHOME","EL COLORADO",29,29
"GASOLINA",2015,"SINALOA","AHOME","EL HECHO",1,1
"GASOLINA",2015,"SINALOA","AHOME","HIGUERA DE ZARAGOZA",2,2
"GASOLINA",2015,"SINALOA","AHOME","JITZAMURI",14,15
"GASOLINA",2015,"SINALOA","AHOME","LAS GRULLAS MARGEN DERECHA",2,2
"GASOLINA",2015,"SINALOA","AHOME","LAS GRULLAS MARGEN IZQUIERDA",2,2
"GASOLINA",2015,"SINALOA","AHOME","LAS LAJITAS",3,3
"GASOLINA",2015,"SINALOA","AHOME","LAZARO CARDENAS (MUELLECITO)",5,5
"GASOLINA",2015,"SINALOA","AHOME","LOS MOCHIS",5,5
"GASOLINA",2015,"SINALOA","AHOME","PAREDONES",2,2
"GASOLINA",2015,"SINALOA","AHOME","POBLADO NUMERO CINCO",2,2
"GASOLINA",2015,"SINALOA","AHOME","TOPOLOBAMPO",8,8
"GASOLINA",2015,"SINALOA","ANGOSTURA","COSTA AZUL",3,3
"GASOLINA",2015,"SINALOA","ANGOSTURA","LA REFORMA",40,43
"GASOLINA",2015,"SINALOA","ANGOSTURA","PLAYA COLORADA",5,5
"GASOLINA",2015,"SINALOA","BADIRAGUATO","EL VAREJONAL",1,1
"GASOLINA",2015,"SINALOA","COSALA","COSALA",1,1
"GASOLINA",2015,"SINALOA","COSALA","MEZCALTITAN",1,1
"GASOLINA",2015,"SINALOA","CULIACAN","COSPITA",2,2
"GASOLINA",2015,"SINALOA","CULIACAN","COSTA RICA",1,1
"GASOLINA",2015,"SINALOA","CULIACAN","CULIACAN ROSALES",1,1
"GASOLINA",2015,"SINALOA","CULIACAN","EL CONCHAL",3,3
"GASOLINA",2015,"SINALOA","CULIACAN","EL ROBALAR",2,2
"GASOLINA",2015,"SINALOA","CULIACAN","IMALA",1,1
"GASOLINA",2015,"SINALOA","CULIACAN","JESUS MARIA",2,2
"GASOLINA",2015,"SINALOA","CULIACAN","LAS ARENITAS",3,3
"GASOLINA",2015,"SINALOA","CULIACAN","PUEBLO NUEVO",1,1
"GASOLINA",2015,"SINALOA","EL FUERTE","ADOLFO LOPEZ MATEOS (JAHUARA SEGUNDO)",1,1
"GASOLINA",2015,"SINALOA","ELOTA","CELESTINO GAZCA VILLASEÑOR",1,1
"GASOLINA",2015,"SINALOA","ELOTA","EL CHIRIMOLE",1,1
"GASOLINA",2015,"SINALOA","ELOTA","EL SABINAL",1,1
"GASOLINA",2015,"SINALOA","ELOTA","EL SUSPIRO",1,1
"GASOLINA",2015,"SINALOA","ELOTA","LA CRUZ",2,2
"GASOLINA",2015,"SINALOA","ELOTA","PAREDON COLORADO",1,1
"GASOLINA",2015,"SINALOA","ELOTA","PUEBLO NUEVO",1,1
"GASOLINA",2015,"SINALOA","ESCUINAPA","ESCUINAPA",9,9
"GASOLINA",2015,"SINALOA","ESCUINAPA","LA CONCHA (LA CONCEPCION)",1,1
"GASOLINA",2015,"SINALOA","ESCUINAPA","OJO DE AGUA DE PALMILLAS",1,1
"GASOLINA",2015,"SINALOA","ESCUINAPA","PALMITO DEL VERDE",2,2
"GASOLINA",2015,"SINALOA","ESCUINAPA","TEACAPAN",4,4
"GASOLINA",2015,"SINALOA","GUASAVE","BOCA DEL RIO",6,6
"GASOLINA",2015,"SINALOA","GUASAVE","EL CARACOL",2,2
"GASOLINA",2015,"SINALOA","GUASAVE","EL CERRO CABEZON",10,10
"GASOLINA",2015,"SINALOA","GUASAVE","EL COLORADITO",1,1
"GASOLINA",2015,"SINALOA","GUASAVE","EL HUITUSSI",8,8
"GASOLINA",2015,"SINALOA","GUASAVE","EL TORTUGO",2,2
"GASOLINA",2015,"SINALOA","GUASAVE","GUASAVE",4,4
"GASOLINA",2015,"SINALOA","GUASAVE","SAN JOSE DE LA BRECHA",1,1
"GASOLINA",2015,"SINALOA","MAZATLAN","BARRON",1,1
"GASOLINA",2015,"SINALOA","MAZATLAN","LOMA ALTA DE LOS SANCHEZ",1,1
"GASOLINA",2015,"SINALOA","MAZATLAN","MAZATLAN",133,138
"GASOLINA",2015,"SINALOA","NAVOLATO","AGUAMITAS",1,1
"GASOLINA",2015,"SINALOA","NAVOLATO","ALTATA",7,7
"GASOLINA",2015,"SINALOA","NAVOLATO","DAUTILLOS",9,9
"GASOLINA",2015,"SINALOA","NAVOLATO","EL CASTILLO",5,5
"GASOLINA",2015,"SINALOA","NAVOLATO","EL TETUAN NUEVO",2,2
"GASOLINA",2015,"SINALOA","NAVOLATO","LAS AGUAMITAS",2,2
"GASOLINA",2015,"SINALOA","NAVOLATO","LAS PUENTES (GUADALUPE VICTORIA)",2,2
"GASOLINA",2015,"SINALOA","NAVOLATO","NAVOLATO",2,2
"GASOLINA",2015,"SINALOA","NAVOLATO","SATAYA",1,1
"GASOLINA",2015,"SINALOA","NAVOLATO","YAMETO",5,5
"GASOLINA",2015,"SINALOA","ROSARIO","AGUA VERDE",8,8
"GASOLINA",2015,"SINALOA","ROSARIO","CHAMETLA",5,5
"GASOLINA",2015,"SINALOA","ROSARIO","CRUZ PEDREGOZA",1,1
"GASOLINA",2015,"SINALOA","ROSARIO","EJIDO CAJON OJO DE AGUA NUMERO DOS",1,1
"GASOLINA",2015,"SINALOA","ROSARIO","EJIDO GREGORIO VAZQUEZ MORENO (SAN JOACHIN)",2,2
"GASOLINA",2015,"SINALOA","ROSARIO","EL MATADERO (MATADEROS)",1,1
"GASOLINA",2015,"SINALOA","ROSARIO","EL POZOLE",1,1
"GASOLINA",2015,"SINALOA","ROSARIO","EL ROSARIO",2,2
"GASOLINA",2015,"SINALOA","ROSARIO","LA GUASIMA",2,2
"GASOLINA",2015,"SINALOA","ROSARIO","LOS POZOS",2,2
"GASOLINA",2015,"SINALOA","ROSARIO","POTRERILLOS",1,1
"GASOLINA",2015,"SINALOA","SALVADOR ALVARADO","GUAMUCHIL",3,3
"GASOLINA",2015,"SINALOA","SAN IGNACIO","BARRAS DE PIAXTLA",3,3
"GASOLINA",2015,"SINALOA","SINALOA","BACUBIRITO",2,2
"GASOLINA",2015,"SINALOA","SINALOA","BACURATO",2,2
"GASOLINA",2015,"SINALOA","SINALOA","SANTIAGO DE OCORONI",1,1
"GASOLINA",2015,"SONORA","BACUM","FRANCISCO JAVIER MINA (CAMPO 60)",1,1
"GASOLINA",2015,"SONORA","BENITO JUAREZ","ABEL PLACENCIA",1,1
"GASOLINA",2015,"SONORA","BENITO JUAREZ","PAREDON COLORADO (PAREDON VIEJO)",2,2
"GASOLINA",2015,"SONORA","BENITO JUAREZ","PAREDONCITO",4,4
"GASOLINA",2015,"SONORA","BENITO JUAREZ","VILLA JUAREZ",1,1
"GASOLINA",2015,"SONORA","CAJEME","CIUDAD OBREGON",2,2
"GASOLINA",2015,"SONORA","EMPALME","CRUZ DE PIEDRA",1,1
"GASOLINA",2015,"SONORA","EMPALME","EMPALME",8,8
"GASOLINA",2015,"SONORA","ETCHOJOA","BACOBAMPO",1,1
"GASOLINA",2015,"SONORA","GUAYMAS","HEROICA GUAYMAS",11,11
"GASOLINA",2015,"SONORA","GUAYMAS","LOCALIDAD SIN NOMBRE",2,2
"GASOLINA",2015,"SONORA","HERMOSILLO","BAHIA DE KINO",5,5
"GASOLINA",2015,"SONORA","HERMOSILLO","SAHUIMERO",1,1
"GASOLINA",2015,"SONORA","HUATABAMPO","AGIABAMPO UNO",4,4
"GASOLINA",2015,"SONORA","HUATABAMPO","BACHANTAHUI",2,2
"GASOLINA",2015,"SONORA","HUATABAMPO","BACHOCO",2,2
"GASOLINA",2015,"SONORA","HUATABAMPO","GUADALUPE VICTORIA",1,1
"GASOLINA",2015,"SONORA","HUATABAMPO","HUATABAMPO",14,14
"GASOLINA",2015,"SONORA","HUATABAMPO","LAS BOCAS",4,4
"GASOLINA",2015,"SONORA","HUATABAMPO","LAS MILPAS",1,1
"GASOLINA",2015,"SONORA","HUATABAMPO","LOMA DE ETCHOROPO",1,1
"GASOLINA",2015,"SONORA","HUATABAMPO","LOS BUITBORES",1,1
"GASOLINA",2015,"SONORA","HUATABAMPO","MELCHOR OCAMPO",2,2
"GASOLINA",2015,"SONORA","HUATABAMPO","MORONCARIT",8,8
"GASOLINA",2015,"SONORA","HUATABAMPO","YAVAROS (ISLA LAS VIEJAS)",11,11
"GASOLINA",2015,"SONORA","NAVOJOA","SAN JOSE MASIACA",1,1
"GASOLINA",2015,"SONORA","PITIQUITO","PUERTO LIBERTAD",1,1
"GASOLINA",2015,"TABASCO","BALANCAN","BALANCAN",1,1
"GASOLINA",2015,"TABASCO","BALANCAN","SAN PEDRO",1,1
"GASOLINA",2015,"TABASCO","CARDENAS","AZUCENA 2DA. SECCION",1,1
"GASOLINA",2015,"TABASCO","CARDENAS","CARDENAS",5,5
"GASOLINA",2015,"TABASCO","CARDENAS","CHICOZAPOTE 1RA. SECCION",1,1
"GASOLINA",2015,"TABASCO","CARDENAS","CUAUHTEMOCZIN",6,6
"GASOLINA",2015,"TABASCO","CARDENAS","EL ALACRAN",3,3
"GASOLINA",2015,"TABASCO","CARDENAS","EL ALACRAN (SECCION MANATINERO)",2,2
"GASOLINA",2015,"TABASCO","CARDENAS","EL BARI 1RA. SECCION",1,1
"GASOLINA",2015,"TABASCO","CARDENAS","FRANCISCO TRUJILLO GURRIA (SAN PEDRO)",1,1
"GASOLINA",2015,"TABASCO","CARDENAS","PAILEBOT",2,2
"GASOLINA",2015,"TABASCO","CARDENAS","SINALOA 1RA. SECCION",2,2
"GASOLINA",2015,"TABASCO","CARDENAS","SINALOA 2DA. SECCION",2,2
"GASOLINA",2015,"TABASCO","CARDENAS","VILLA SANCHEZ MAGALLANES (BARRA DE SANTA ANA)",42,42
"GASOLINA",2015,"TABASCO","CENTLA","ARROYO POLO 2DA. SECCION",3,3
"GASOLINA",2015,"TABASCO","CENTLA","ARROYO POLO 3RA. SECCION (POLO)",4,4
"GASOLINA",2015,"TABASCO","CENTLA","BARRA DE SAN PEDRO (SAN PEDRO Y SAN PABLO)",7,7
"GASOLINA",2015,"TABASCO","CENTLA","BENITO JUAREZ",1,1
"GASOLINA",2015,"TABASCO","CENTLA","BOCA DE CHILAPA 1RA. SECCION",1,1
"GASOLINA",2015,"TABASCO","CENTLA","BOCA DE PANTOJA",3,3
"GASOLINA",2015,"TABASCO","CENTLA","CARLOS ROVIROSA 2A. SECC. (BARRA DE PESCADOR)",4,4
"GASOLINA",2015,"TABASCO","CENTLA","CARLOS ROVIROSA 2DA. SECCION (LA COSTEÑITA)",2,2
"GASOLINA",2015,"TABASCO","CENTLA","CHICHICASTLE 1RA. SECCION",6,6
"GASOLINA",2015,"TABASCO","CENTLA","CHICHICASTLE 2DA. SECCION",2,2
"GASOLINA",2015,"TABASCO","CENTLA","CHILAPA MARGEN DERECHA 2DA. SECCION",1,1
"GASOLINA",2015,"TABASCO","CENTLA","CHILAPA MARGEN IZQUIERDA 1RA. SECCION",1,1
"GASOLINA",2015,"TABASCO","CENTLA","CUAUHTEMOC",2,2
"GASOLINA",2015,"TABASCO","CENTLA","EL BELLOTE",1,1
"GASOLINA",2015,"TABASCO","CENTLA","FELIPE CARRILLO PUERTO (CENTRO)",1,1
"GASOLINA",2015,"TABASCO","CENTLA","FRANCISCO I. MADERO",2,2
"GASOLINA",2015,"TABASCO","CENTLA","FRONTERA",21,21
"GASOLINA",2015,"TABASCO","CENTLA","FRONTERA (FRONTERITA)",3,3
"GASOLINA",2015,"TABASCO","CENTLA","GOBERNADOR CRUZ",2,2
"GASOLINA",2015,"TABASCO","CENTLA","IGNACIO ZARAGOZA",3,3
"GASOLINA",2015,"TABASCO","CENTLA","JALAPITA 1RA. SECCION",2,2
"GASOLINA",2015,"TABASCO","CENTLA","JOSE MARIA MORELOS Y PAVON",1,1
"GASOLINA",2015,"TABASCO","CENTLA","LA ESTRELLA",3,3
"GASOLINA",2015,"TABASCO","CENTLA","LA SABANA",1,1
"GASOLINA",2015,"TABASCO","CENTLA","LA VICTORIA",2,2
"GASOLINA",2015,"TABASCO","CENTLA","LAS PALMAS",1,1
"GASOLINA",2015,"TABASCO","CENTLA","LAS PORFIAS",1,1
"GASOLINA",2015,"TABASCO","CENTLA","LEANDRO ROVIROSA WADE 1RA. SECCION",1,1
"GASOLINA",2015,"TABASCO","CENTLA","LUIS ECHEVERRIA ALVAREZ",1,1
"GASOLINA",2015,"TABASCO","CENTLA","NUEVA ESPERANZA DE QUINTIN ARAUZ",1,1
